"County, State",POP010210D,LND110210D,People_Per_Square_Mile
"Jasper County, Georgia","13,900 ",368.17 ,37.75 
"Jeff Davis County, Georgia","15,068 ",330.74 ,45.56 
"Jefferson County, Georgia","16,930 ",526.49 ,32.16 
"Jenkins County, Georgia","8,340 ",347.28 ,24.02 
"Johnson County, Georgia","9,980 ",303.01 ,32.94 
"Jones County, Georgia","28,669 ",393.93 ,72.78 
"Lamar County, Georgia","18,317 ",183.50 ,99.82 
"Lanier County, Georgia","10,078 ",185.26 ,54.40 
"Laurens County, Georgia","48,434 ",807.30 ,60.00 
"Lee County, Georgia","28,298 ",355.78 ,79.54 
"Liberty County, Georgia","63,453 ",489.80 ,129.55 
"Lincoln County, Georgia","7,996 ",210.38 ,38.01 
"Long County, Georgia","14,464 ",400.29 ,36.13 
"Lowndes County, Georgia","109,233 ",496.07 ,220.20 
"Lumpkin County, Georgia","29,966 ",282.93 ,105.91 
"McDuffie County, Georgia","21,875 ",257.46 ,84.96 
"McIntosh County, Georgia","14,333 ",424.30 ,33.78 
"Macon County, Georgia","14,740 ",400.64 ,36.79 
"Madison County, Georgia","28,120 ",282.31 ,99.61 
"Marion County, Georgia","8,742 ",366.00 ,23.89 
"Meriwether County, Georgia","21,992 ",501.22 ,43.88 
"Miller County, Georgia","6,125 ",282.42 ,21.69 
"Mitchell County, Georgia","23,498 ",512.09 ,45.89 
"Monroe County, Georgia","26,424 ",395.66 ,66.78 
"Montgomery County, Georgia","9,123 ",239.52 ,38.09 
"Morgan County, Georgia","17,868 ",347.35 ,51.44 
"Murray County, Georgia","39,628 ",344.47 ,115.04 
"Muscogee County, Georgia","189,885 ",216.39 ,877.51 
"Newton County, Georgia","99,958 ",272.16 ,367.28 
"Oconee County, Georgia","32,808 ",184.29 ,178.02 
"Oglethorpe County, Georgia","14,899 ",439.01 ,33.94 
"Paulding County, Georgia","142,324 ",312.22 ,455.85 
"Peach County, Georgia","27,695 ",150.27 ,184.30 
"Pickens County, Georgia","29,431 ",232.06 ,126.82 
"Pierce County, Georgia","18,758 ",316.49 ,59.27 
"Pike County, Georgia","17,869 ",216.09 ,82.69 
"Polk County, Georgia","41,475 ",310.33 ,133.65 
"Pulaski County, Georgia","12,010 ",249.03 ,48.23 
"Putnam County, Georgia","21,218 ",344.64 ,61.57 
"Quitman County, Georgia","2,513 ",151.24 ,16.62 
"Rabun County, Georgia","16,276 ",369.99 ,43.99 
"Randolph County, Georgia","7,719 ",428.24 ,18.02 
"Richmond County, Georgia","200,549 ",324.33 ,618.35 
"Rockdale County, Georgia","85,215 ",129.79 ,656.56 
"Schley County, Georgia","5,010 ",166.91 ,30.02 
"Screven County, Georgia","14,593 ",645.10 ,22.62 
"Seminole County, Georgia","8,729 ",235.23 ,37.11 
"Spalding County, Georgia","64,073 ",196.47 ,326.12 
"Stephens County, Georgia","26,175 ",179.13 ,146.12 
"Stewart County, Georgia","6,058 ",458.73 ,13.21 
"Sumter County, Georgia","32,819 ",482.70 ,67.99 
"Talbot County, Georgia","6,865 ",391.39 ,17.54 
"Taliaferro County, Georgia","1,717 ",194.61 ,8.82 
"Tattnall County, Georgia","25,520 ",479.40 ,53.23 
"Taylor County, Georgia","8,906 ",376.69 ,23.64 
"Telfair County, Georgia","16,500 ",437.30 ,37.73 
"Terrell County, Georgia","9,315 ",335.44 ,27.77 
"Thomas County, Georgia","44,720 ",544.60 ,82.12 
"Tift County, Georgia","40,118 ",258.92 ,154.94 
"Toombs County, Georgia","27,223 ",364.01 ,74.79 
"Towns County, Georgia","10,471 ",166.56 ,62.87 
"Treutlen County, Georgia","6,885 ",199.44 ,34.52 
"Troup County, Georgia","67,044 ",413.99 ,161.95 
"Turner County, Georgia","8,930 ",285.39 ,31.29 
"Twiggs County, Georgia","9,023 ",358.40 ,25.18 
"Union County, Georgia","21,356 ",321.93 ,66.34 
"Upson County, Georgia","27,153 ",323.44 ,83.95 
"Walker County, Georgia","68,756 ",446.38 ,154.03 
"Walton County, Georgia","83,768 ",325.68 ,257.21 
"Ware County, Georgia","36,312 ",892.46 ,40.69 
"Warren County, Georgia","5,834 ",284.30 ,20.52 
"Washington County, Georgia","21,187 ",678.45 ,31.23 
"Wayne County, Georgia","30,099 ",641.78 ,46.90 
"Webster County, Georgia","2,799 ",209.12 ,13.38 
"Wheeler County, Georgia","7,421 ",295.48 ,25.12 
"White County, Georgia","27,144 ",240.69 ,112.78 
"Whitfield County, Georgia","102,599 ",290.46 ,353.23 
"Wilcox County, Georgia","9,255 ",377.71 ,24.50 
"Wilkes County, Georgia","10,593 ",469.49 ,22.56 
"Wilkinson County, Georgia","9,563 ",447.31 ,21.38 
"Worth County, Georgia","21,679 ",570.70 ,37.99 
"Hawaii County, Hawaii","185,079 ","4,028.42 ",45.94 
"Honolulu County, Hawaii","953,207 ",600.74 ,"1,586.72 "
"Kalawao County, Hawaii",90 ,11.99 ,7.51 
"Kauai County, Hawaii","67,091 ",619.96 ,108.22 
"Maui County, Hawaii","154,834 ","1,161.52 ",133.30 
"Ada County, Idaho","392,365 ","1,052.58 ",372.77 
"Adams County, Idaho","3,976 ","1,363.06 ",2.92 
"Bannock County, Idaho","82,839 ","1,111.99 ",74.50 
"Bear Lake County, Idaho","5,986 ",974.79 ,6.14 
"Benewah County, Idaho","9,285 ",776.62 ,11.96 
"Bingham County, Idaho","45,607 ","2,093.98 ",21.78 
"Blaine County, Idaho","21,376 ","2,643.59 ",8.09 
"Boise County, Idaho","7,028 ","1,899.24 ",3.70 
"Bonner County, Idaho","40,877 ","1,734.57 ",23.57 
"Bonneville County, Idaho","104,234 ","1,866.08 ",55.86 
"Boundary County, Idaho","10,972 ","1,268.56 ",8.65 
"Butte County, Idaho","2,891 ","2,231.67 ",1.30 
"Camas County, Idaho","1,117 ","1,074.49 ",1.04 
"Canyon County, Idaho","188,923 ",587.37 ,321.64 
"Caribou County, Idaho","6,963 ","1,764.15 ",3.95 
"Cassia County, Idaho","22,952 ","2,565.08 ",8.95 
"Clark County, Idaho",982 ,"1,764.19 ",0.56 
"Clearwater County, Idaho","8,761 ","2,457.27 ",3.57 
"Custer County, Idaho","4,368 ","4,920.94 ",0.89 
"Elmore County, Idaho","27,038 ","3,074.74 ",8.79 
"Franklin County, Idaho","12,786 ",663.65 ,19.27 
"Fremont County, Idaho","13,242 ","1,863.53 ",7.11 
"Gem County, Idaho","16,719 ",560.90 ,29.81 
"Gooding County, Idaho","15,464 ",728.97 ,21.21 
"Idaho County, Idaho","16,267 ","8,477.35 ",1.92 
"Jefferson County, Idaho","26,140 ","1,093.50 ",23.90 
"Jerome County, Idaho","22,374 ",597.19 ,37.47 
"Kootenai County, Idaho","138,494 ","1,244.13 ",111.32 
"Latah County, Idaho","37,244 ","1,076.00 ",34.61 
"Lemhi County, Idaho","7,936 ","4,563.39 ",1.74 
"Lewis County, Idaho","3,821 ",478.80 ,7.98 
"Lincoln County, Idaho","5,208 ","1,201.41 ",4.33 
"Madison County, Idaho","37,536 ",469.21 ,80.00 
"Minidoka County, Idaho","20,069 ",757.59 ,26.49 
"Nez Perce County, Idaho","39,265 ",848.09 ,46.30 
"Oneida County, Idaho","4,286 ","1,200.06 ",3.57 
"Owyhee County, Idaho","11,526 ","7,665.51 ",1.50 
"Payette County, Idaho","22,623 ",406.87 ,55.60 
"Power County, Idaho","7,817 ","1,404.24 ",5.57 
"Shoshone County, Idaho","12,765 ","2,629.67 ",4.85 
"Teton County, Idaho","10,170 ",449.46 ,22.63 
"Twin Falls County, Idaho","77,230 ","1,921.21 ",40.20 
"Valley County, Idaho","9,862 ","3,664.52 ",2.69 
"Washington County, Idaho","10,198 ","1,452.98 ",7.02 
"Adams County, Illinois","67,103 ",855.20 ,78.46 
"Alexander County, Illinois","8,238 ",235.51 ,34.98 
"Bond County, Illinois","17,768 ",380.28 ,46.72 
"Boone County, Illinois","54,165 ",280.72 ,192.95 
"Brown County, Illinois","6,937 ",305.61 ,22.70 
"Bureau County, Illinois","34,978 ",869.03 ,40.25 
"Calhoun County, Illinois","5,089 ",253.83 ,20.05 
"Carroll County, Illinois","15,387 ",444.81 ,34.59 
"Cass County, Illinois","13,642 ",375.82 ,36.30 
"Champaign County, Illinois","201,081 ",996.27 ,201.83 
"Christian County, Illinois","34,800 ",709.38 ,49.06 
"Clark County, Illinois","16,335 ",501.42 ,32.58 
"Clay County, Illinois","13,815 ",468.32 ,29.50 
"Clinton County, Illinois","37,762 ",474.09 ,79.65 
"Coles County, Illinois","53,873 ",508.29 ,105.99 
"Cook County, Illinois","5,194,675 ",945.33 ,"5,495.09 "
"Crawford County, Illinois","19,817 ",443.63 ,44.67 
"Cumberland County, Illinois","11,048 ",346.02 ,31.93 
"DeKalb County, Illinois","105,160 ",631.31 ,166.57 
"De Witt County, Illinois","16,561 ",397.51 ,41.66 
"Douglas County, Illinois","19,980 ",416.67 ,47.95 
"DuPage County, Illinois","916,924 ",327.50 ,"2,799.77 "
"Edgar County, Illinois","18,576 ",623.37 ,29.80 
"Edwards County, Illinois","6,721 ",222.42 ,30.22 
"Effingham County, Illinois","34,242 ",478.78 ,71.52 
"Fayette County, Illinois","22,140 ",716.48 ,30.90 
"Ford County, Illinois","14,081 ",485.62 ,29.00 
"Franklin County, Illinois","39,561 ",408.89 ,96.75 
"Fulton County, Illinois","37,069 ",865.60 ,42.82 
"Gallatin County, Illinois","5,589 ",323.07 ,17.30 
"Greene County, Illinois","13,886 ",543.02 ,25.57 
"Grundy County, Illinois","50,063 ",418.04 ,119.76 
"Hamilton County, Illinois","8,457 ",434.67 ,19.46 
"Hancock County, Illinois","19,104 ",793.73 ,24.07 
"Hardin County, Illinois","4,320 ",177.53 ,24.33 
"Henderson County, Illinois","7,331 ",378.87 ,19.35 
"Henry County, Illinois","50,486 ",822.99 ,61.34 
"Iroquois County, Illinois","29,718 ","1,117.32 ",26.60 
"Jackson County, Illinois","60,218 ",584.08 ,103.10 
"Jasper County, Illinois","9,698 ",494.51 ,19.61 
"Jefferson County, Illinois","38,827 ",571.17 ,67.98 
"Jersey County, Illinois","22,985 ",369.27 ,62.24 
"Jo Daviess County, Illinois","22,678 ",601.09 ,37.73 
"Johnson County, Illinois","12,582 ",343.92 ,36.58 
"Kane County, Illinois","515,269 ",520.06 ,990.79 
"Kankakee County, Illinois","113,449 ",676.56 ,167.69 
"Kendall County, Illinois","114,736 ",320.34 ,358.17 
"Knox County, Illinois","52,919 ",716.40 ,73.87 
"Lake County, Illinois","703,462 ",443.67 ,"1,585.55 "
"LaSalle County, Illinois","113,924 ","1,135.12 ",100.36 
"Lawrence County, Illinois","16,833 ",372.18 ,45.23 
"Lee County, Illinois","36,031 ",724.90 ,49.70 
"Livingston County, Illinois","38,950 ","1,044.29 ",37.30 
"Logan County, Illinois","30,305 ",618.06 ,49.03 
"McDonough County, Illinois","32,612 ",589.41 ,55.33 
"McHenry County, Illinois","308,760 ",603.17 ,511.90 
"McLean County, Illinois","169,572 ","1,183.38 ",143.29 
"Macon County, Illinois","110,768 ",580.69 ,190.75 
"Macoupin County, Illinois","47,765 ",862.91 ,55.35 
"Madison County, Illinois","269,282 ",715.58 ,376.31 
"Marion County, Illinois","39,437 ",572.36 ,68.90 
"Marshall County, Illinois","12,640 ",386.79 ,32.68 
"Mason County, Illinois","14,666 ",539.24 ,27.20 
"Massac County, Illinois","15,429 ",237.22 ,65.04 
"Menard County, Illinois","12,705 ",314.44 ,40.41 
"Mercer County, Illinois","16,434 ",561.20 ,29.28 
"Monroe County, Illinois","32,957 ",385.01 ,85.60 
"Montgomery County, Illinois","30,104 ",703.69 ,42.78 
"Morgan County, Illinois","35,547 ",568.79 ,62.50 
"Moultrie County, Illinois","14,846 ",335.94 ,44.19 
"Ogle County, Illinois","53,497 ",758.57 ,70.52 
"Peoria County, Illinois","186,494 ",619.21 ,301.18 
"Perry County, Illinois","22,350 ",441.76 ,50.59 
"Piatt County, Illinois","16,729 ",439.20 ,38.09 
"Pike County, Illinois","16,430 ",831.38 ,19.76 
"Pope County, Illinois","4,470 ",368.77 ,12.12 
"Pulaski County, Illinois","6,161 ",199.19 ,30.93 
"Putnam County, Illinois","6,006 ",160.16 ,37.50 
"Randolph County, Illinois","33,476 ",575.50 ,58.17 
"Richland County, Illinois","16,233 ",359.99 ,45.09 
"Rock Island County, Illinois","147,546 ",427.64 ,345.02 
"St. Clair County, Illinois","270,056 ",657.76 ,410.57 
"Saline County, Illinois","24,913 ",379.82 ,65.59 
"Sangamon County, Illinois","197,465 ",868.30 ,227.42 
"Schuyler County, Illinois","7,544 ",437.27 ,17.25 
"Scott County, Illinois","5,355 ",250.91 ,21.34 
"Shelby County, Illinois","22,363 ",758.52 ,29.48 
"Stark County, Illinois","5,994 ",288.08 ,20.81 
"Stephenson County, Illinois","47,711 ",564.52 ,84.52 
"Tazewell County, Illinois","135,394 ",648.97 ,208.63 
"Union County, Illinois","17,808 ",413.46 ,43.07 
"Vermilion County, Illinois","81,625 ",898.37 ,90.86 
"Wabash County, Illinois","11,947 ",223.25 ,53.51 
"Warren County, Illinois","17,707 ",542.41 ,32.65 
"Washington County, Illinois","14,716 ",562.57 ,26.16 
"Wayne County, Illinois","16,760 ",713.81 ,23.48 
"White County, Illinois","14,665 ",494.77 ,29.64 
"Whiteside County, Illinois","58,498 ",684.25 ,85.49 
"Will County, Illinois","677,560 ",836.91 ,809.60 
"Williamson County, Illinois","66,357 ",420.15 ,157.94 
"Winnebago County, Illinois","295,266 ",513.36 ,575.16 
"Woodford County, Illinois","38,664 ",527.80 ,73.26 
"Adams County, Indiana","34,387 ",339.03 ,101.43 
"Allen County, Indiana","355,329 ",657.31 ,540.58 
"Bartholomew County, Indiana","76,794 ",406.91 ,188.72 
"Benton County, Indiana","8,854 ",406.42 ,21.79 
"Blackford County, Indiana","12,766 ",165.08 ,77.33 
"Boone County, Indiana","56,640 ",422.91 ,133.93 
"Brown County, Indiana","15,242 ",311.98 ,48.86 
"Carroll County, Indiana","20,155 ",372.22 ,54.15 
"Cass County, Indiana","38,966 ",412.16 ,94.54 
"Clark County, Indiana","110,232 ",372.86 ,295.64 
"Clay County, Indiana","26,890 ",357.54 ,75.21 
"Clinton County, Indiana","33,224 ",405.07 ,82.02 
"Crawford County, Indiana","10,713 ",305.64 ,35.05 
"Daviess County, Indiana","31,648 ",429.49 ,73.69 
"Dearborn County, Indiana","50,047 ",305.03 ,164.07 
"Decatur County, Indiana","25,740 ",372.57 ,69.09 
"DeKalb County, Indiana","42,223 ",362.82 ,116.37 
"Delaware County, Indiana","117,671 ",392.12 ,300.09 
"Dubois County, Indiana","41,889 ",427.27 ,98.04 
"Elkhart County, Indiana","197,559 ",463.17 ,426.54 
"Fayette County, Indiana","24,277 ",215.01 ,112.91 
"Floyd County, Indiana","74,578 ",147.94 ,504.11 
"Fountain County, Indiana","17,240 ",395.66 ,43.57 
"Franklin County, Indiana","23,087 ",384.43 ,60.06 
"Fulton County, Indiana","20,836 ",368.39 ,56.56 
"Gibson County, Indiana","33,503 ",487.49 ,68.73 
"Grant County, Indiana","70,061 ",414.07 ,169.20 
"Greene County, Indiana","33,165 ",542.50 ,61.13 
"Hamilton County, Indiana","274,569 ",394.27 ,696.40 
"Hancock County, Indiana","70,002 ",306.02 ,228.75 
"Harrison County, Indiana","39,364 ",484.52 ,81.24 
"Hendricks County, Indiana","145,448 ",406.91 ,357.45 
"Henry County, Indiana","49,462 ",391.88 ,126.22 
"Howard County, Indiana","82,752 ",293.06 ,282.37 
"Huntington County, Indiana","37,124 ",382.65 ,97.02 
"Jackson County, Indiana","42,376 ",509.31 ,83.20 
"Jasper County, Indiana","33,478 ",559.63 ,59.82 
"Jay County, Indiana","21,253 ",383.91 ,55.36 
"Jefferson County, Indiana","32,428 ",360.63 ,89.92 
"Jennings County, Indiana","28,525 ",376.58 ,75.75 
"Johnson County, Indiana","139,654 ",320.43 ,435.83 
"Knox County, Indiana","38,440 ",516.03 ,74.49 
"Kosciusko County, Indiana","77,358 ",531.38 ,145.58 
"LaGrange County, Indiana","37,128 ",379.62 ,97.80 
"Lake County, Indiana","496,005 ",498.96 ,994.08 
"LaPorte County, Indiana","111,467 ",598.30 ,186.31 
"Lawrence County, Indiana","46,134 ",449.17 ,102.71 
"Madison County, Indiana","131,636 ",451.92 ,291.28 
"Marion County, Indiana","903,393 ",396.30 ,"2,279.57 "
"Marshall County, Indiana","47,051 ",443.63 ,106.06 
"Martin County, Indiana","10,334 ",335.74 ,30.78 
"Miami County, Indiana","36,903 ",373.84 ,98.71 
"Monroe County, Indiana","137,974 ",394.51 ,349.74 
"Montgomery County, Indiana","38,124 ",504.61 ,75.55 
"Morgan County, Indiana","68,894 ",403.97 ,170.54 
"Newton County, Indiana","14,244 ",401.76 ,35.45 
"Noble County, Indiana","47,536 ",410.84 ,115.70 
"Ohio County, Indiana","6,128 ",86.14 ,71.14 
"Orange County, Indiana","19,840 ",398.39 ,49.80 
"Owen County, Indiana","21,575 ",385.29 ,56.00 
"Parke County, Indiana","17,339 ",444.66 ,38.99 
"Perry County, Indiana","19,338 ",381.73 ,50.66 
"Pike County, Indiana","12,845 ",334.24 ,38.43 
"Porter County, Indiana","164,343 ",418.15 ,393.02 
"Posey County, Indiana","25,910 ",409.57 ,63.26 
"Pulaski County, Indiana","13,402 ",433.65 ,30.91 
"Putnam County, Indiana","37,963 ",480.53 ,79.00 
"Randolph County, Indiana","26,171 ",452.38 ,57.85 
"Ripley County, Indiana","28,818 ",446.43 ,64.55 
"Rush County, Indiana","17,392 ",408.12 ,42.61 
"St. Joseph County, Indiana","266,931 ",457.85 ,583.01 
"Scott County, Indiana","24,181 ",190.40 ,127.00 
"Shelby County, Indiana","44,436 ",411.15 ,108.08 
"Spencer County, Indiana","20,952 ",396.74 ,52.81 
"Starke County, Indiana","23,363 ",309.13 ,75.58 
"Steuben County, Indiana","34,185 ",308.94 ,110.65 
"Sullivan County, Indiana","21,475 ",447.14 ,48.03 
"Switzerland County, Indiana","10,613 ",220.63 ,48.10 
"Tippecanoe County, Indiana","172,780 ",499.81 ,345.69 
"Tipton County, Indiana","15,936 ",260.54 ,61.17 
"Union County, Indiana","7,516 ",161.22 ,46.62 
"Vanderburgh County, Indiana","179,703 ",233.48 ,769.67 
"Vermillion County, Indiana","16,212 ",256.88 ,63.11 
"Vigo County, Indiana","107,848 ",403.31 ,267.41 
"Wabash County, Indiana","32,888 ",412.43 ,79.74 
"Warren County, Indiana","8,508 ",364.68 ,23.33 
"Warrick County, Indiana","59,689 ",384.82 ,155.11 
"Washington County, Indiana","28,262 ",513.73 ,55.01 
"Wayne County, Indiana","68,917 ",401.74 ,171.55 
"Wells County, Indiana","27,636 ",368.09 ,75.08 
"White County, Indiana","24,643 ",505.13 ,48.79 
"Whitley County, Indiana","33,292 ",335.57 ,99.21 
"Adair County, Iowa","7,682 ",569.27 ,13.49 
"Adams County, Iowa","4,029 ",423.44 ,9.51 
"Allamakee County, Iowa","14,330 ",639.08 ,22.42 
"Appanoose County, Iowa","12,887 ",497.29 ,25.91 
"Audubon County, Iowa","6,119 ",442.96 ,13.81 
"Benton County, Iowa","26,076 ",716.27 ,36.41 
"Black Hawk County, Iowa","131,090 ",565.77 ,231.70 
"Boone County, Iowa","26,306 ",571.57 ,46.02 
"Bremer County, Iowa","24,276 ",435.48 ,55.75 
"Buchanan County, Iowa","20,958 ",571.02 ,36.70 
"Buena Vista County, Iowa","20,260 ",574.92 ,35.24 
"Butler County, Iowa","14,867 ",580.13 ,25.63 
"Calhoun County, Iowa","9,670 ",569.97 ,16.97 
"Carroll County, Iowa","20,816 ",569.44 ,36.56 
"Cass County, Iowa","13,956 ",564.27 ,24.73 
"Cedar County, Iowa","18,499 ",579.44 ,31.93 
"Cerro Gordo County, Iowa","44,151 ",568.31 ,77.69 
"Cherokee County, Iowa","12,072 ",576.91 ,20.93 
"Chickasaw County, Iowa","12,439 ",504.38 ,24.66 
"Clarke County, Iowa","9,286 ",431.17 ,21.54 
"Clay County, Iowa","16,667 ",567.24 ,29.38 
"Clayton County, Iowa","18,129 ",778.54 ,23.29 
"Clinton County, Iowa","49,116 ",694.92 ,70.68 
"Crawford County, Iowa","17,096 ",714.19 ,23.94 
"Dallas County, Iowa","66,135 ",588.45 ,112.39 
"Davis County, Iowa","8,753 ",502.19 ,17.43 
"Decatur County, Iowa","8,457 ",531.88 ,15.90 
"Delaware County, Iowa","17,764 ",577.76 ,30.75 
"Des Moines County, Iowa","40,325 ",416.12 ,96.91 
"Dickinson County, Iowa","16,667 ",380.61 ,43.79 
"Dubuque County, Iowa","93,653 ",608.31 ,153.96 
"Emmet County, Iowa","10,302 ",395.88 ,26.02 
"Fayette County, Iowa","20,880 ",730.81 ,28.57 
"Floyd County, Iowa","16,303 ",500.63 ,32.56 
"Franklin County, Iowa","10,680 ",581.97 ,18.35 
"Fremont County, Iowa","7,441 ",511.15 ,14.56 
"Greene County, Iowa","9,336 ",569.57 ,16.39 
"Grundy County, Iowa","12,453 ",501.86 ,24.81 
"Guthrie County, Iowa","10,954 ",590.62 ,18.55 
"Hamilton County, Iowa","15,673 ",576.75 ,27.17 
"Hancock County, Iowa","11,341 ",571.01 ,19.86 
"Hardin County, Iowa","17,534 ",569.31 ,30.80 
"Harrison County, Iowa","14,928 ",696.85 ,21.42 
"Henry County, Iowa","20,145 ",434.33 ,46.38 
"Howard County, Iowa","9,566 ",473.25 ,20.21 
"Humboldt County, Iowa","9,815 ",434.35 ,22.60 
"Ida County, Iowa","7,089 ",431.51 ,16.43 
"Iowa County, Iowa","16,355 ",586.46 ,27.89 
"Jackson County, Iowa","19,848 ",636.04 ,31.21 
"Jasper County, Iowa","36,842 ",730.42 ,50.44 
"Jefferson County, Iowa","16,843 ",435.51 ,38.67 
"Johnson County, Iowa","130,882 ",614.04 ,213.15 
"Jones County, Iowa","20,638 ",575.62 ,35.85 
"Keokuk County, Iowa","10,511 ",579.18 ,18.15 
"Kossuth County, Iowa","15,543 ",972.72 ,15.98 
"Lee County, Iowa","35,862 ",517.52 ,69.30 
"Linn County, Iowa","211,226 ",716.88 ,294.65 
"Louisa County, Iowa","11,387 ",401.77 ,28.34 
"Lucas County, Iowa","8,898 ",430.59 ,20.66 
"Lyon County, Iowa","11,581 ",587.65 ,19.71 
"Madison County, Iowa","15,679 ",561.01 ,27.95 
"Mahaska County, Iowa","22,381 ",570.86 ,39.21 
"Marion County, Iowa","33,309 ",554.53 ,60.07 
"Marshall County, Iowa","40,648 ",572.50 ,71.00 
"Mills County, Iowa","15,059 ",437.44 ,34.43 
"Mitchell County, Iowa","10,776 ",469.13 ,22.97 
"Monona County, Iowa","9,243 ",694.07 ,13.32 
"Monroe County, Iowa","7,970 ",433.72 ,18.38 
"Montgomery County, Iowa","10,740 ",424.10 ,25.32 
"Muscatine County, Iowa","42,745 ",437.47 ,97.71 
"O'Brien County, Iowa","14,398 ",573.04 ,25.13 
"Osceola County, Iowa","6,462 ",398.68 ,16.21 
"Page County, Iowa","15,932 ",534.94 ,29.78 
"Palo Alto County, Iowa","9,421 ",563.84 ,16.71 
"Plymouth County, Iowa","24,986 ",862.89 ,28.96 
"Pocahontas County, Iowa","7,310 ",577.24 ,12.66 
"Polk County, Iowa","430,640 ",573.80 ,750.51 
"Pottawattamie County, Iowa","93,158 ",950.28 ,98.03 
"Poweshiek County, Iowa","18,914 ",584.93 ,32.34 
"Ringgold County, Iowa","5,131 ",535.50 ,9.58 
"Sac County, Iowa","10,350 ",575.01 ,18.00 
"Scott County, Iowa","165,224 ",458.09 ,360.68 
"Shelby County, Iowa","12,167 ",590.78 ,20.59 
"Sioux County, Iowa","33,704 ",768.33 ,43.87 
"Story County, Iowa","89,542 ",572.82 ,156.32 
"Tama County, Iowa","17,767 ",721.01 ,24.64 
"Taylor County, Iowa","6,317 ",531.90 ,11.88 
"Union County, Iowa","12,534 ",423.65 ,29.59 
"Van Buren County, Iowa","7,570 ",484.79 ,15.62 
"Wapello County, Iowa","35,625 ",431.83 ,82.50 
"Warren County, Iowa","46,225 ",569.83 ,81.12 
"Washington County, Iowa","21,704 ",568.84 ,38.15 
"Wayne County, Iowa","6,403 ",525.44 ,12.19 
"Webster County, Iowa","38,013 ",715.62 ,53.12 
"Winnebago County, Iowa","10,866 ",400.49 ,27.13 
"Winneshiek County, Iowa","21,056 ",689.87 ,30.52 
"Woodbury County, Iowa","102,172 ",872.83 ,117.06 
"Worth County, Iowa","7,598 ",400.12 ,18.99 
"Wright County, Iowa","13,229 ",580.42 ,22.79 
"Allen County, Kansas","13,371 ",500.30 ,26.73 
"Anderson County, Kansas","8,102 ",579.65 ,13.98 
"Atchison County, Kansas","16,924 ",431.17 ,39.25 
"Barber County, Kansas","4,861 ","1,134.07 ",4.29 
"Barton County, Kansas","27,674 ",895.40 ,30.91 
"Bourbon County, Kansas","15,173 ",635.47 ,23.88 
"Brown County, Kansas","9,984 ",570.87 ,17.49 
"Butler County, Kansas","65,880 ","1,429.86 ",46.07 
"Chase County, Kansas","2,790 ",773.06 ,3.61 
"Chautauqua County, Kansas","3,669 ",638.88 ,5.74 
"Cherokee County, Kansas","21,603 ",587.57 ,36.77 
"Cheyenne County, Kansas","2,726 ","1,019.89 ",2.67 
"Clark County, Kansas","2,215 ",974.63 ,2.27 
"Clay County, Kansas","8,535 ",645.30 ,13.23 
"Cloud County, Kansas","9,533 ",715.34 ,13.33 
"Coffey County, Kansas","8,601 ",626.95 ,13.72 
"Comanche County, Kansas","1,891 ",788.30 ,2.40 
"Cowley County, Kansas","36,311 ","1,125.75 ",32.25 
"Crawford County, Kansas","39,134 ",589.76 ,66.36 
"Decatur County, Kansas","2,961 ",893.52 ,3.31 
"Dickinson County, Kansas","19,754 ",847.07 ,23.32 
"Doniphan County, Kansas","7,945 ",393.41 ,20.20 
"Douglas County, Kansas","110,826 ",455.87 ,243.11 
"Edwards County, Kansas","3,037 ",621.89 ,4.88 
"Elk County, Kansas","2,882 ",644.27 ,4.47 
"Ellis County, Kansas","28,452 ",899.91 ,31.62 
"Ellsworth County, Kansas","6,497 ",715.85 ,9.08 
"Finney County, Kansas","36,776 ","1,301.97 ",28.25 
"Ford County, Kansas","33,848 ","1,098.27 ",30.82 
"Franklin County, Kansas","25,992 ",571.76 ,45.46 
"Geary County, Kansas","34,362 ",384.62 ,89.34 
"Gove County, Kansas","2,695 ","1,071.67 ",2.51 
"Graham County, Kansas","2,597 ",898.52 ,2.89 
"Grant County, Kansas","7,829 ",574.80 ,13.62 
"Gray County, Kansas","6,006 ",868.87 ,6.91 
"Greeley County, Kansas","1,247 ",778.45 ,1.60 
"Greenwood County, Kansas","6,689 ","1,143.30 ",5.85 
"Hamilton County, Kansas","2,690 ",996.51 ,2.70 
"Harper County, Kansas","6,034 ",801.27 ,7.53 
"Harvey County, Kansas","34,684 ",539.75 ,64.26 
"Haskell County, Kansas","4,256 ",577.52 ,7.37 
"Hodgeman County, Kansas","1,916 ",859.99 ,2.23 
"Jackson County, Kansas","13,462 ",656.22 ,20.51 
"Jefferson County, Kansas","19,126 ",532.57 ,35.91 
"Jewell County, Kansas","3,077 ",909.78 ,3.38 
"Johnson County, Kansas","544,179 ",473.38 ,"1,149.56 "
"Kearny County, Kansas","3,977 ",870.54 ,4.57 
"Kingman County, Kansas","7,858 ",863.36 ,9.10 
"Kiowa County, Kansas","2,553 ",722.64 ,3.53 
"Labette County, Kansas","21,607 ",645.30 ,33.48 
"Lane County, Kansas","1,750 ",717.46 ,2.44 
"Leavenworth County, Kansas","76,227 ",462.83 ,164.70 
"Lincoln County, Kansas","3,241 ",719.40 ,4.51 
"Linn County, Kansas","9,656 ",594.06 ,16.25 
"Logan County, Kansas","2,756 ","1,072.99 ",2.57 
